iter	Logloss
0	0.4575893224
1	0.2752673773
2	0.2164866736
3	0.1804609594
4	0.1407874645
5	0.1199762294
6	0.1004560411
7	0.09292017803
8	0.08247990331
9	0.07637673496
10	0.06068896767
11	0.0563480726
12	0.05411407287
13	0.04871947689
14	0.04539784477
15	0.04083652507
16	0.03731646066
17	0.03473248625
18	0.03179289951
19	0.03025809611
20	0.0289009477
21	0.02715554599
22	0.02523243651
23	0.02297792893
24	0.02186021922
25	0.01967364906
26	0.01831383639
27	0.01729004569
28	0.01634783324
29	0.01557439323
30	0.01449026471
31	0.01325114799
32	0.01228054725
33	0.01173684732
34	0.01116115218
35	0.01052107939
36	0.009992601473
37	0.009511354019
38	0.009143116605
39	0.008527642102
40	0.008089193276
41	0.007375297791
42	0.007175043398
43	0.006515827573
44	0.006304227962
45	0.006058818414
46	0.005823515619
47	0.005485109225
48	0.005313618931
49	0.004879391368
50	0.004728599936
51	0.004406059565
52	0.004159205948
53	0.003909762243
54	0.00370515855
55	0.003516289762
56	0.00340351501
57	0.003298470021
58	0.003150285919
59	0.003078946161
60	0.002998553656
61	0.002877899724
62	0.002790768457
63	0.002717806449
64	0.00262419535
65	0.002550930993
66	0.002498526828
67	0.002432467692
68	0.002393948483
69	0.0023138895
70	0.002272119267
71	0.002190543375
72	0.002094849159
73	0.002045833845
74	0.00201442922
75	0.001961958259
76	0.001909289496
77	0.001879546996
78	0.001829657202
79	0.001789371343
80	0.001754204205
81	0.001754180887
82	0.001731994901
83	0.001695642723
84	0.001671375245
85	0.001657085505
86	0.001613823338
87	0.001613795697
88	0.001578950325
89	0.00152382292
90	0.001523775629
91	0.001523760171
92	0.001481467215
93	0.001452149882
94	0.001452115298
95	0.001452126302
96	0.00145202766
97	0.001452000281
98	0.001451939366
99	0.001451926528
100	0.001451879107
101	0.001451843213
102	0.001439945918
103	0.001411721026
104	0.001397499965
105	0.001397472324
106	0.001397425951
107	0.001397346827
108	0.001397390188
109	0.001367202754
110	0.00136718913
111	0.001366725292
112	0.001366750837
113	0.001362772056
114	0.001324083929
115	0.001324026027
116	0.001323928695
117	0.001323892932
118	0.001293711044
119	0.00129362144
120	0.001293648164
121	0.001293487297
122	0.00129341158
123	0.001293413938
124	0.001293466992
125	0.001293415903
126	0.001293419702
127	0.001279559855
128	0.001279465404
129	0.00127900867
130	0.001278971728
131	0.001255718311
132	0.001255688575
133	0.001255632376
134	0.001255608534
135	0.001232369775
136	0.001232486234
137	0.001197700094
138	0.001197645074
139	0.001197600927
140	0.001197520857
141	0.001169685231
142	0.001136265218
143	0.001136263908
144	0.001136179676
145	0.001100901605
146	0.001071044734
147	0.001070979366
148	0.001066172581
149	0.001066088152
150	0.001066016757
151	0.001066052782
152	0.00106600464
153	0.001065923355
154	0.001065921652
155	0.00106553203
156	0.001065451073
157	0.001065557248
158	0.001065557248
159	0.001065449632
160	0.00106544354
161	0.001065362321
162	0.00106540804
163	0.001065338086
164	0.001065144439
165	0.001065072259
166	0.001065072259
167	0.001065123545
168	0.001065109397
169	0.001065092433
170	0.001065021104
171	0.001065021104
172	0.001065014947
173	0.001065081298
174	0.001064980952
175	0.001064961892
176	0.001064866983
177	0.001064857879
178	0.001064856896
179	0.001064902091
180	0.00106459064
181	0.001064565619
182	0.00106453621
183	0.001064575909
184	0.001064471175
185	0.001064459319
186	0.001064456824
187	0.001038940185
188	0.001038473405
189	0.001038582361
190	0.001038452606
191	0.001038460073
192	0.001038460073
193	0.001038462889
194	0.001038411734
195	0.001038381444
196	0.001038316992
197	0.00103832724
198	0.001038255357
199	0.001038187696
200	0.001038117087
201	0.001038118659
202	0.001038146431
203	0.001038130449
204	0.001038053946
205	0.001037964735
206	0.001037919344
207	0.001037879979
208	0.001037910239
209	0.001037809108
210	0.001037847884
211	0.001037948033
212	0.001037861639
213	0.001037771118
214	0.001037771118
215	0.001037812579
216	0.001037691733
217	0.001037784742
218	0.001037824042
219	0.001037703654
220	0.001037683283
221	0.001037681646
222	0.001037668611
223	0.001037594335
224	0.001037594335
225	0.001037498509
226	0.001037669594
227	0.001037122571
228	0.001037027924
229	0.001037059167
230	0.001036971398
231	0.001036945853
232	0.001036990786
233	0.001036966682
234	0.001036949783
235	0.001036974411
236	0.001036973363
237	0.001036858119
238	0.001036987284
239	0.001036787409
240	0.001009085062
241	0.001009055521
242	0.001009012488
243	0.001009012488
244	0.001009037378
245	0.001008849072
246	0.001008690659
247	0.001008780262
248	0.001008679393
249	0.00100864363
250	0.001008671503
251	0.00100860096
252	0.001008605414
253	0.0009892934801
254	0.0009755270519
255	0.0009754310295
256	0.0009752962968
257	0.000975425462
258	0.0009753790883
259	0.0009752936768
260	0.0009752936768
261	0.0009752983273
262	0.0009753390025
263	0.0009753146367
264	0.000975254901
265	0.0009752044663
266	0.0009752349891
267	0.000975168507
268	0.000975168507
269	0.0009752112783
270	0.0009751904494
271	0.000975169817
272	0.00097517938
273	0.0009751497086
274	0.0009750763491
275	0.0009750633147
276	0.0009750366563
277	0.0009749906756
278	0.0009745624391
279	0.0009745777006
280	0.0009745230084
281	0.0009745127904
282	0.0009744425094
283	0.0009744040611
284	0.0009743644993
285	0.0009743716388
286	0.0009743578184
287	0.0009743162261
288	0.0009742264262
289	0.0009741758605
290	0.0009741772359
291	0.0009741772359
292	0.0009741772359
293	0.0009741772359
294	0.0009741772359
295	0.0009741576516
296	0.0009741425867
297	0.0009740536382
298	0.0009475900767
299	0.0009323827942
300	0.0009323824012
301	0.0009324510448
302	0.000932330591
303	0.0009323780128
304	0.0009323732313
305	0.0009321600956
306	0.0009322172767
307	0.0009321815139
308	0.0009321434587
309	0.0009321925179
310	0.0009321953999
311	0.0009320742911
312	0.0009320768456
313	0.0009321393977
314	0.0009321095299
315	0.0009320087915
316	0.0009319835086
317	0.000932004796
318	0.0009318869622
319	0.0009320635491
320	0.0009319485318
321	0.0009319681817
322	0.0009319023546
323	0.0009318785782
324	0.0009318529679
325	0.0009318624653
326	0.0009318474004
327	0.0009317703729
328	0.0009318371825
329	0.000931833973
330	0.0009317352651
331	0.0009317864203
332	0.0009318132096
333	0.0009318147161
334	0.000931836462
335	0.0009317685389
336	0.0009316630845
337	0.0009317072968
338	0.0009317364441
339	0.0009316753984
340	0.0009316753984
341	0.0009316753984
342	0.0009316654425
343	0.0009315702716
344	0.0009315142039
345	0.0009158028319
346	0.0009159193557
347	0.0009158889282
348	0.0009157957877
349	0.0009158695403
350	0.0009158060057
351	0.0009156794604
352	0.0009157975562
353	0.0009156884994
354	0.0009157424055
355	0.0009156382314
356	0.0009156382314
357	0.000915782396
358	0.0009156754351
359	0.0009156630557
360	0.0009156772036
361	0.0009156851946
362	0.0009156478598
363	0.0009156478598
364	0.0009156558507
365	0.0009156138
366	0.0009155657233
367	0.0009156331879
368	0.000915619564
369	0.0009156235594
370	0.0009156477943
371	0.0009156477943
372	0.0009155876002
373	0.0009154046241
374	0.0009154791626
375	0.0009154564342
376	0.0009153965021
377	0.000915407637
378	0.000915407637
379	0.0009154317409
380	0.0009154153005
381	0.0009152426435
382	0.0009152491935
383	0.0009152286921
384	0.0009152620969
385	0.0009152620969
386	0.0009151996103
387	0.0009152843668
388	0.0009152799128
389	0.0009151838904
390	0.0009151766199
391	0.000915082628
