X,y
-10.0,389.6405234596766
-9.797979797979798,360.6092651762138
-9.595959595959595,351.3292633223347
-9.393939393939394,349.2115031582221
-9.191919191919192,331.06533604883157
-8.98989898989899,288.53065962588636
-8.787878787878787,294.0445021734193
-8.585858585858587,269.5967227848937
-8.383838383838384,256.9712805158365
-8.181818181818182,249.3291255152515
-7.979797979797979,234.20974496576648
-7.777777777777778,235.1847103782717
-7.575757575757576,216.45151591079045
-7.373737373737374,198.5835494711215
-7.171717171717171,190.6575895767145
-6.96969696969697,178.73435576226424
-6.767676767676768,179.84355575555324
-6.565656565656566,152.68283221796898
-6.363636363636363,148.0232389999801
-6.161616161616162,126.8362490144922
-5.959595959595959,100.65844996940126
-5.757575757575758,123.86217309857258
-5.555555555555555,117.43448544538518
-5.353535353535354,93.15910686154115
-5.151515151515151,115.39543421049132
-4.94949494949495,70.59785942583157
-4.747474747474747,78.3692268422319
-4.545454545454546,69.1364259625516
-4.343434343434343,79.75917669618124
-4.141414141414142,72.87458963758056
-3.9393939393939394,53.806590877722144
-3.737373737373738,50.44135379514428
-3.5353535353535355,32.510980397385225
-3.333333333333333,16.636479762205166
-3.1313131313131315,28.347426818135276
-2.929292929292929,29.09863916558321
-2.7272727272727275,35.87315474116151
-2.525252525252525,31.955642177263556
-2.3232323232323235,12.746668567069346
-2.121212121212121,10.611499583319187
-1.9191919191919187,0.49008508251955796
-1.717171717171718,-5.556979698287039
-1.5151515151515156,-10.42541999624094
-1.3131313131313131,24.465615395027825
-1.1111111111111107,-1.4915835459115998
-0.9090909090909101,-1.8022306194176445
-0.7070707070707076,-10.649369782521504
-0.5050505050505052,9.280056093774666
-0.30303030303030276,-14.680759926451874
-0.10101010101010033,-0.3896209431457054
0.10101010101010033,-6.610823146882172
0.30303030303030276,7.145425345902076
0.5050505050505052,-0.5725958099301334
0.7070707070707076,-5.685313780822117
0.9090909090909083,7.751235567853112
1.1111111111111107,14.554923643575776
1.3131313131313131,13.501821545329484
1.5151515151515156,18.752909978316094
1.7171717171717162,12.603009039723354
1.9191919191919187,18.863354588470617
2.121212121212121,19.63719533858576
2.3232323232323235,26.963799065137394
2.525252525252524,26.951896020490032
2.7272727272727266,22.67105827420388
2.929292929292929,46.885168472838515
3.1313131313131315,46.59661773719297
3.333333333333334,40.142460974784015
3.5353535353535346,67.22878164106528
3.737373737373737,60.01098737953253
3.9393939393939394,76.41293421507801
4.141414141414142,90.32039240883792
4.3434343434343425,91.78181972077681
4.545454545454545,109.67499858097018
4.747474747474747,94.04823195052937
4.94949494949495,118.8619022805644
5.1515151515151505,116.75887797030298
5.353535353535353,123.99399769499882
5.555555555555555,136.33496014247928
5.757575757575758,148.7559163683498
5.9595959595959584,162.50757730761524
6.161616161616163,160.6954049693729
6.363636363636363,192.08264503483113
6.565656565656564,198.78497864687088
6.767676767676768,190.14638876726556
6.969696969696969,232.09831624465934
7.171717171717173,248.20815203986922
7.373737373737374,253.397019260214
7.575757575757574,252.4964357557423
7.777777777777779,256.60111576020324
7.979797979797979,291.19261440225694
8.18181818181818,290.282280117045
8.383838383838384,320.53095004062664
8.585858585858585,324.70819616379066
8.787878787878789,347.03728109027344
8.98989898989899,355.8064963357885
9.19191919191919,374.6070029807664
9.393939393939394,383.2712077370521
9.595959595959595,416.9763459960933
9.7979797979798,416.6646928074567
10.0,436.01989363444704
